1;supply_node;1462;9.546100;1956;-1.570000;0
1;supply_node;1436;12.692609;1957;-1.570000;0
1;supply_node;1434;11.601475;1930;-1.570000;0
1;supply_node;1413;12.655428;1992;-1.570000;0
1;supply_node;1433;11.841952;1939;-1.570000;0
1;arms_factory;1428;11.844216;1931;-1.570000;0
1;arms_factory;1445;10.622544;1940;-1.570000;0
1;arms_factory;1441;14.017639;1973;-1.570000;0
1;arms_factory;1422;12.716265;1963;-1.570000;0
1;arms_factory;1442;10.280180;1993;-1.570000;0
1;arms_factory;1453;9.619894;1950;-1.570000;0
1;industrial_complex;1443;12.139860;1964;-1.570000;0
1;industrial_complex;1420;12.578223;1985;-1.570000;0
1;industrial_complex;1437;11.528183;1948;-1.570000;0
1;industrial_complex;1442;11.681243;1958;-1.570000;0
1;industrial_complex;1446;12.629419;1970;-1.570000;0
1;industrial_complex;1442;10.970379;1931;-1.570000;0
1;air_base;1446;11.135352;1959;-1.570000;0
1;bunker;1441;12.503309;1982;-1.570000;0
1;bunker;1435;12.625145;1959;-1.570000;0
1;bunker;1407;11.964195;1985;-1.570000;0
1;bunker;1426;11.986439;1990;-1.570000;0
1;bunker;1429;11.640002;1939;-1.570000;0
1;anti_air_building;1429;12.929953;1963;-1.570000;0
1;anti_air_building;1461;10.448225;1928;-1.570000;0
1;anti_air_building;1456;10.075397;1976;-1.570000;0
1;synthetic_refinery;1455;9.579268;1956;-1.570000;0
1;nuclear_reactor_spawn;1442;10.407308;1990;-1.570000;0
1;rocket_site_spawn;1425;11.740731;1931;-1.570000;0
1;radar_station;1415;12.075445;1963;-1.570000;0
1;fuel_silo;1461;9.554674;1954;-1.570000;0
1;stronghold_network;1409;11.395222;1957;-1.570000;0
1;special_project_facility_spawn;1424;12.034647;1948;-1.570000;0
1;special_project_facility_spawn;1417;12.423554;1965;-1.570000;0
1;special_project_facility_spawn;1448;10.320132;1943;-1.570000;0
1;special_project_facility_spawn;1446;10.647234;1938;-1.570000;0
1;special_project_facility_spawn;1433;11.078318;1993;-1.570000;0
2;supply_node;1671;10.350221;1666;-1.570000;0
2;supply_node;1658;10.607500;1662;-1.570000;0
2;supply_node;1694;11.718044;1615;-1.570000;0
2;supply_node;1699;12.108199;1650;-1.570000;0
2;supply_node;1677;10.783553;1613;-1.570000;0
2;supply_node;1652;10.955753;1684;-1.570000;0
2;supply_node;1693;11.532205;1653;-1.570000;0
2;supply_node;1689;11.145148;1706;-1.570000;0
2;supply_node;1655;10.668948;1667;-1.570000;0
2;supply_node;1686;11.390294;1610;-1.570000;0
2;supply_node;1678;10.614587;1713;-1.570000;0
2;supply_node;1700;10.942706;1627;-1.570000;0
2;supply_node;1687;11.615322;1604;-1.570000;0
2;supply_node;1704;11.700259;1602;-1.570000;0
2;supply_node;1692;11.108030;1633;-1.570000;0
2;supply_node;1662;10.669654;1674;-1.570000;0
2;supply_node;1657;10.733418;1652;-1.570000;0
2;arms_factory;1725;12.190880;1696;-1.570000;0
2;arms_factory;1646;10.383987;1650;-1.570000;0
2;arms_factory;1686;11.106845;1637;-1.570000;0
2;arms_factory;1652;10.977232;1680;-1.570000;0
2;arms_factory;1669;11.399394;1637;-1.570000;0
2;arms_factory;1647;10.473452;1649;-1.570000;0
2;industrial_complex;1679;10.780392;1683;-1.570000;0
2;industrial_complex;1674;10.664031;1620;-1.570000;0
2;industrial_complex;1688;11.860175;1686;-1.570000;0
2;industrial_complex;1724;12.427048;1694;-1.570000;0
2;industrial_complex;1682;10.449925;1652;-1.570000;0
2;industrial_complex;1660;11.179021;1642;-1.570000;0
2;air_base;1683;11.312134;1640;-1.570000;0
2;bunker;1649;10.664062;1654;-1.570000;0
2;bunker;1661;10.599741;1701;-1.570000;0
2;bunker;1672;11.165806;1708;-1.570000;0
2;bunker;1655;10.748951;1665;-1.570000;0
2;bunker;1665;10.725156;1708;-1.570000;0
2;bunker;1695;10.637879;1632;-1.570000;0
2;bunker;1722;12.055257;1693;-1.570000;0
2;bunker;1647;10.663342;1624;-1.570000;0
2;bunker;1657;10.989384;1629;-1.570000;0
2;bunker;1696;11.920978;1615;-1.570000;0
2;bunker;1665;11.122720;1702;-1.570000;0
2;bunker;1680;10.717540;1681;-1.570000;0
2;bunker;1660;11.298776;1688;-1.570000;0
2;bunker;1721;12.061181;1685;-1.570000;0
2;bunker;1694;11.473215;1699;-1.570000;0
2;bunker;1666;11.610248;1696;-1.570000;0
2;bunker;1653;10.854388;1666;-1.570000;0
2;anti_air_building;1700;11.459100;1689;-1.570000;0
2;anti_air_building;1670;11.170431;1701;-1.570000;0
2;anti_air_building;1676;10.994021;1707;-1.570000;0
2;synthetic_refinery;1657;11.317921;1686;-1.570000;0
2;nuclear_reactor_spawn;1689;11.089427;1709;-1.570000;0
2;rocket_site_spawn;1696;11.501884;1603;-1.570000;0
2;radar_station;1725;12.606232;1699;-1.570000;0
2;fuel_silo;1702;11.308646;1689;-1.570000;0
